Estado	Municipio	Parroquia	Centro	Número de Electores escrutados.	Número de Actas Procesadas.	Número total de Votos Nulos.	Número Total de Votantes que votaron realmente.	HUGO CHAVEZ	Número total de Votos Válidos.	ORLANDO CHIRINO	REINA SEQUERA	LUIS REYES	MARIA BOLIVAR	HENRIQUE CAPRILES RADONSKI	Número de Votos Escrutados.
EDO. MIRANDA	MP. SUCRE	PQ. CAUCAGUITA	UNIDAD EDUCATIVA NACIONAL TURUMO	1546	3	32	1162	654	1130	0	5	1	1	469	1162
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	ESCUELA MUNICIPAL FRANCISCO DE MIRANDA	2264	4	36	1718	711	1682	0	2	0	0	969	1718
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO MEJORAMIENTO PROFESIONAL DEL MAGISTERIO	2675	5	18	1978	362	1960	0	5	2	2	1589	1978
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO NUESTRA SEÑORA DE FATIMA	786	2	6	637	103	631	0	2	0	0	526	637
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO FRANCIA	6216	12	91	4630	1071	4539	0	5	3	1	3459	4630
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO CICLO BASICO ESTEBAN GIL BORGES	1514	3	15	1074	287	1059	0	2	0	1	769	1074
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO AMERICO VESPUCIO	2047	4	16	1556	219	1540	1	0	0	2	1318	1556
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO RODRIGUEZ PAZ	1257	3	8	958	157	950	0	1	0	1	791	958
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO MARIA AUXILIADORA	2195	4	25	1785	322	1760	0	1	0	1	1436	1785
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	ESCUELA NACIONAL RICARDO ZULUAGA	1647	3	14	1257	277	1243	1	6	0	3	956	1257
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO MADRE EMILIA	4329	8	30	3293	610	3263	1	11	0	2	2639	3293
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO MARIA INMACULADA	1639	3	10	1278	187	1268	1	1	2	1	1076	1278
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO DE NUEVAS PROFESIONES	4131	8	41	3038	478	2997	3	5	1	1	2509	3038
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	PREESCOLAR EUGENIA RABASCO	1075	2	4	850	96	846	0	2	0	1	747	850
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO ALA BLANCA	1451	3	11	1093	322	1082	0	4	1	1	754	1093
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO MARIA MICAELA	2173	4	25	1742	416	1717	0	6	0	1	1294	1742
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	LICEO JUAN BAUTISTA PLAZA	845	2	12	633	176	621	0	0	0	2	443	633
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	CENTRO DE EDUCACIÓN INICIAL BASE AÉREA GENERALISIMO FRANCISCO DE MIRANDA	286	1	2	271	255	269	0	0	0	0	14	271
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	CENTRO DE FORMACION SOCIALISTA LOS RUICES	173	1	2	164	159	162	0	0	0	0	3	164
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	INSTITUTO DE FORMACION INTEGRAL LOS PROCERES	520	1	5	423	53	418	0	0	0	1	364	423
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	ESCUELA TECNICA POPULAR DON BOSCO	9607	18	108	7191	1505	7083	0	18	2	5	5553	7191
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	UNIDAD  EDUCATIVA COLEGIO SANTA GEMA	5151	9	30	3919	443	3889	2	4	0	6	3434	3919
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO NUESTRA SEÑORA DE COROMOTO	1118	2	5	796	159	791	0	3	0	0	629	796
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO PATRIA	1111	2	3	914	123	911	0	1	1	1	785	914
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	UNIDAD EDUCATIVA ESTADAL MARIA ANGELICA LUSINCHI	1748	3	29	1490	751	1461	0	6	0	2	702	1490
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	COLEGIO ELENA DE BUENO	1345	3	5	1060	70	1055	0	0	0	1	984	1060
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	UNIDAD EDUCATIVA NACIONAL MARTINEZ CENTENO	2767	5	9	2013	305	2004	0	3	0	1	1695	2013
EDO. MIRANDA	MP. SUCRE	PQ. LEONCIO MARTINEZ	UNIDAD EDUCATIVA EXPERIMENTAL NACIONAL LUIS BELTRAN PRIETO FIGUEROA	559	1	12	507	272	495	1	1	0	0	221	507
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	UNIDAD EDUCATIVA NACIONAL JERMAN UBALDO LIRA	4008	7	70	3218	2208	3148	4	22	4	3	907	3218
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	UNIDAD EDUCATIVA JUAN XXIII	734	2	12	640	476	628	0	2	0	0	150	640
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	ESCUELA  ESTADAL FRANCISCO ISNARDI	2491	5	76	2059	1509	1983	2	13	5	3	451	2059
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	ESCUELA MUNICIPAL CARMEN BALVERDE	2284	4	60	1837	1182	1777	2	7	1	0	585	1837
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	CASA DE LA CULTURA ARMANDO REVERON	776	2	17	669	537	652	1	9	0	0	105	669
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	UNIDAD EDUCATIVA NACIONAL MARISCAL SUCRE	5191	10	85	4047	2842	3962	1	27	3	6	1083	4047
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	CENTRO EDUCATIVO INICIAL MUNICIPAL ZAIDA LAGER	567	1	14	466	366	452	0	2	0	0	84	466
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	ESCUELA BASICA JOSE NICOMEDES MARRERO	2030	4	55	1677	1066	1622	0	9	1	1	545	1677
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	JARDIN DE INFANCIA JUAN PABLO PEREZ ALFONSO	590	1	4	426	283	422	0	1	1	0	137	426
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	ESCUELA MUNICIPAL PAZ CASTILLO	1226	3	23	1028	511	1005	0	3	0	0	491	1028
EDO. MIRANDA	MP. SUCRE	PQ. LA DOLORITA	UNIDAD EDUCATIVA COLEGIO FUENTE DE SALVACION	1516	3	45	1267	775	1222	0	4	2	0	441	1267
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	MARIA TERESA NEZER	2202	4	32	1774	1159	1742	1	6	0	1	575	1774
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	CENTRO DE EDUCACION INICIAL NACIONAL CIUDAD MARICHE	677	2	5	635	611	630	0	1	1	0	17	635
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	UNIDAD EDUCATIVA NACIONAL CECILIO ACOSTA	1488	3	22	1104	891	1082	1	4	1	0	185	1104
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	CENTRO DE CAPACITACION INDUSTRIAL DON BOSCO	3316	6	75	2569	1309	2494	0	8	3	0	1174	2569
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	COLEGIO GENERALISIMO FRANCISCO DE MIRANDA	3894	7	70	3182	2467	3112	3	16	1	2	623	3182
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	ESCUELA MUNICIPAL TITO SALAS	4935	9	80	3679	2567	3599	4	20	5	0	1003	3679
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	CASA COMUNAL LA ARBOLEDA	496	1	9	418	361	409	0	2	0	0	46	418
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA ANA MARIA CAMPOS	347	1	6	289	221	283	0	1	1	0	60	289
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	UNIDAD EDUCATIVA ALMIRANTE LUIS BRION	3849	7	52	3046	2241	2994	0	17	2	1	733	3046
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	DESARROLLO URBANISTICO LA HACIENDITA	123	1	1	117	115	116	0	0	0	0	1	117
EDO. MIRANDA	MP. SUCRE	PQ. FILAS DE MARICHES	UNIDAD EDUCATIVA PROFESORA BELEN SAN JUAN	315	1	8	261	207	253	0	0	0	0	46	261
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CONCENTRACION ESTADAL BOLIVARIANA LOS SERRANOS	188	1	9	161	122	152	0	1	0	0	29	161
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	UNIDAD EDUCATIVA EULALIA SANCHEZ DE CHAMBERLAIN	1120	2	12	937	653	925	0	2	0	1	269	937
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	ESCUELA UNITARIA NACIONAL SIN NUMERO	225	1	3	149	136	146	0	1	0	0	9	149
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CONCENTRACION ESTADADAL SIN NUMERO BELEN LA VEGA	319	1	7	278	230	271	0	1	0	1	39	278
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	LICEO BOLIVARIANO ALMIRANTE LUIS BRION	1037	2	17	843	575	826	1	1	0	1	248	843
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CENTRO DE EDUCACION INICIAL AGUSTIN PAEZ	670	2	12	551	379	539	0	2	0	0	158	551
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	ESCUELA BASICA MAMPORAL	3783	7	78	2959	1778	2881	0	21	2	1	1079	2959
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CONCENTRACION NACIONAL BASICA 28	1552	3	49	1201	873	1152	0	4	0	0	275	1201
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	ESCUELA ESTADAL EL BAMBU	358	1	8	282	202	274	0	2	1	0	69	282
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CONCENTRACION ESCOLAR ESTATAL SIN NUMERO	522	1	12	429	253	417	0	0	0	0	164	429
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	ESCUELA GASPAR LANDAEZ	1077	2	24	821	588	797	0	3	0	0	206	821
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	UNIDAD EDUCATIVA LOS VELASQUEZ	318	1	4	288	243	284	0	0	0	0	41	288
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	UNIDAD EDUCATIVA PRIVADA PEDRO VICENTE SOSA HERNANDEZ	386	1	14	324	203	310	0	0	0	0	107	324
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	ESCUELA ESTATAL UNITARIA NUMERO 32	355	1	6	294	186	288	0	0	1	0	101	294
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	CONCENTRACION ESTADAL LOS HERNANDEZ	159	1	3	152	133	149	0	2	0	0	14	152
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	UNIDAD EDUCATIVA NUMERO 31	1443	3	20	1073	790	1053	0	3	1	0	259	1073
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	GRUPO ESCOLAR SAN JUAN	882	2	12	656	426	644	0	2	0	0	216	656
EDO. MIRANDA	MP. BUROZ	PQ. MAMPORAL	UNIDAD EDUCATIVA MAURICA	1715	3	36	1448	958	1412	0	6	0	0	448	1448
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIDAD EDUCATIVA COLEGIO ACADEMIA MERICI	1918	4	13	1566	62	1553	0	4	0	0	1487	1566
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	POLIDEPORTIVO LA BOYERA	6110	11	14	4942	369	4928	0	5	1	1	4552	4942
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	CENTRO CIVICO MANUEL RAMOS MARCOS	2316	4	20	1776	358	1756	0	0	0	1	1397	1776
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	ESCUELA MUNICIPAL GRADUADA MARIA MAY	1975	4	27	1629	624	1602	1	3	1	1	972	1629
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	COLEGIO CLARET	2749	5	14	2266	110	2252	0	1	0	0	2141	2266
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	CONCENTRACION NACIONAL TURGUA	1158	2	27	909	615	882	0	4	0	0	263	909
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	CENTRO DEPORTIVO VINICIO MATA	748	2	6	648	185	642	0	0	0	2	455	648
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	CLUB URBANIZACION EL TREBOL	2330	4	10	1838	150	1828	0	1	0	0	1677	1838
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	ESCUELA MUNICIPAL JUAN MANUEL CAJIGAL	3311	6	48	2684	659	2636	0	8	1	1	1967	2684
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	COLEGIO CANIGUA	3720	7	33	3074	421	3041	0	10	0	3	2607	3074
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIDAD EDUCATIVA NACIONAL JUAN DE ESCALONA	1912	4	18	1465	345	1447	0	4	0	1	1097	1465
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIVERSIDAD NUEVA ESPARTA	7951	15	23	6391	307	6368	1	5	5	4	6046	6391
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	CLUB LA LAGUNITA	3444	6	11	2842	113	2831	0	3	0	0	2715	2842
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA LA UNION	573	1	5	513	199	508	0	2	0	1	306	513
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CONOPOIMA	5375	10	37	4216	422	4179	0	11	0	1	3745	4216
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	ESCUELA ESTADAL GRADUADA ABILIO REYES OCHOA	3407	6	73	2759	1486	2686	1	16	5	2	1176	2759
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	COMPLEJO GUSTAVO GARCIA LUJAN (SALESIANAS)	338	1	9	292	175	283	0	2	1	0	105	292
EDO. MIRANDA	MP. EL HATILLO	PQ. EL HATILLO	UNIDAD EDUCATIVA MUNICIPAL ARMANDO REVERON	1319	3	19	996	729	977	1	3	2	0	242	996
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA ESTADAL ESTADO ARAGUA	2194	4	33	1763	646	1730	1	3	0	4	1076	1763
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA MARIANO PICON SALAS	1264	3	12	1005	542	993	1	6	1	0	443	1005
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA LUIS EDUARDO EGUI	6278	12	52	5277	999	5225	0	5	2	4	4215	5277
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA ESTADAL DILIA DELGADO DE BELLO	1837	4	28	1510	302	1482	0	0	2	1	1177	1510
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	COLEGIO EL BUEN CONSEJO	5357	10	40	4333	988	4293	1	8	0	3	3293	4333
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA ESTADAL BOLIVARIANA NUESTRA SEÑORA DE LOS DOLORES	1571	3	13	1353	323	1340	0	2	0	1	1014	1353
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	LICEO JOSE MIGUEL SANZ	4199	8	25	3573	686	3548	0	7	1	2	2852	3573
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	CENTRO EDUCATIVO INTEGRAL SIMONCITO LA ROSALEDA	5554	10	39	4978	1678	4939	2	7	3	5	3244	4978
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA PROFESOR BORIS BOSSIO VIVAS	4944	9	27	3921	596	3894	1	7	1	4	3285	3921
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	ESCUELA BASICA LOS SALIAS	3675	7	19	3003	801	2984	0	8	2	3	2170	3003
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA DON GUADALUPE HERNANDEZ	1777	3	19	1471	407	1452	0	4	1	1	1039	1471
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	ESCUELA DE DANZA LOS CASTORES	540	1	4	481	101	477	0	1	0	1	374	481
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA JOSE MANUEL SISO MARTINEZ	3032	6	16	2570	483	2554	1	4	2	5	2059	2570
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA MUNICIPAL ELSA NUÑEZ VARGAS	570	1	7	505	234	498	0	0	0	1	263	505
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	COLEGIO MASTER DEY	4559	8	37	3915	446	3878	1	4	1	4	3422	3915
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA LOS CASTORES	3426	6	20	2833	417	2813	0	1	2	3	2390	2833
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCATIVA ENRIQUE MARIA DUBUC	1266	3	8	1129	171	1121	1	0	2	0	947	1129
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	UNIDAD EDUCUCATIVA LAS MINAS	2071	4	70	1676	875	1606	0	6	1	0	724	1676
EDO. MIRANDA	MP. LOS SALIAS	PQ. SAN ANTONIO LOS ALTOS	PRE ESCOLAR TIA ALICIA POJAN	992	2	5	926	167	921	0	1	0	0	753	926
EDO. MIRANDA	MP. ANDRES BELLO	PQ. CUMBO	UNIDAD EDUCATIVA COTO PAÚL	863	2	23	622	345	599	1	2	0	0	251	622
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACION ESCOLAR NO 23	822	2	4	623	543	619	1	1	1	0	73	623
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACION ESTADAL SIN NUMERO EL MANGUITO	103	1	1	86	63	85	0	1	0	0	21	86
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACION ESTADAL SIN NUMERO  LA LUCHA	285	1	9	258	211	249	1	0	0	0	37	258
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	JARDIN DE INFANCIA CARLOS HERNANDEZ BAEZ	1181	3	23	946	614	923	0	2	0	0	307	946
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA INTEGRAL BOLIVARIANA LOS GALPONES ADSCRITA AL NUCLEO ESCOLAR RURAL  026	162	1	6	153	120	147	0	2	0	0	25	153
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACION ESTADAL NO 81 26	777	2	10	559	420	549	1	4	0	1	123	559
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CENTRO DE EDUCACION INICIAL SIMONCITO LUISA ARRAMBIDE DE PACANINS	265	1	3	247	209	244	0	1	0	0	34	247
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA UNITARIA NACIONAL Nº 22	396	1	3	303	186	300	0	0	0	0	114	303
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACION ESTADAL SIN NUMERO  LA DEFENSA	84	1	0	82	77	82	0	0	0	0	5	82
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA BOLIVARIANA ESTADAL ELIA MARQUEZ DE ESPINOZA	387	1	6	344	304	338	0	0	0	0	34	344
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA INTEGRAL BOLIVARIANA BURGUILLOS	426	1	13	292	178	279	0	0	1	0	100	292
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA BÁSICA LANDER	2454	5	42	1979	1208	1937	1	11	1	1	715	1979
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	INSTITUTO DE EDUCACION ESPECIAL BOLIVARIANO OSWALDO MIJARES	939	2	11	802	526	791	0	3	0	1	261	802
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CASA DE LA CULTURA ANDRES BELLO	1400	3	46	1176	773	1130	0	4	2	0	351	1176
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA CONCENTRADA NACIONAL S N	311	1	9	230	156	221	0	0	0	0	65	230
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA UNITARIA NUMERO  145
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	CONCENTRACIÓN ESTADAL S N EL DELIRIO	614	2	20	501	369	481	0	0	0	0	112	501
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA BOLIVARIANA SAN JOSÉ	1835	4	56	1407	854	1351	0	6	0	0	491	1407
EDO. MIRANDA	MP. ANDRES BELLO	PQ.SAN JOSE DE BARLOVENTO	ESCUELA FRAY JOSE ZAPICO	1712	3	30	1353	792	1323	0	6	1	1	523	1353
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA  NACIONAL BOLIVARIANA BARTOLOME BLANDIN	2099	4	49	1656	959	1607	0	8	0	0	640	1656
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	UNIDAD EDUCATIVA SAN JUAN
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	CONCENTRACION ESTADAL RURAL SIN NUMERO GOLFO RICO	523	1	5	379	182	374	0	3	1	1	187	379
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	CONCENTRACION ESTADAL SIN NUMERO ONOVA	794	2	22	606	253	584	0	7	0	1	323	606
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA PALO BLANCO	903	2	27	681	396	654	2	7	0	0	249	681
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	JARDÍN DE INFANCIA BOLIVARIANO CABO CODERA	246	1	2	191	108	189	0	0	0	0	81	191
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA  ESTADAL DEL CASERIO BOCA DE CASUPO	381	1	0	291	209	291	0	0	0	0	82	291
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	CONCENTRACION ESTADAL SIN NUMERO LA COLOMBINA	159	1	2	96	39	94	0	0	0	0	55	96
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA BOLIVARIANA CALABAZA	741	2	16	573	360	557	0	3	1	0	193	573
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	JARDIN DE INFANCIA COLINAS DE CUPIRA	176	1	4	153	105	149	1	1	0	0	42	153
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA NER 131 PALO QUEMAO	382	1	13	280	176	267	0	3	0	0	88	280
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA GRADUADA JUAN VICENTE GONZALEZ	2232	4	39	1649	1175	1610	0	10	1	1	423	1649
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA NACIONAL BASICA CUPIRA	2429	5	65	1863	1076	1798	1	13	1	0	707	1863
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	ESCUELA INTEGRAL BOLIVARIANA Nº 39 32 EL GUACUCO	618	2	12	491	335	479	1	1	0	0	142	491
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	CONCENTRADA ESTADAL NUMERO 78	436	1	10	386	257	376	0	1	0	1	117	386
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	INSTITUTO AUTONOMO CULTURA PEDRO GUAL	152	1	3	120	79	117	0	2	0	0	36	120
EDO. MIRANDA	MP. PEDRO GUAL	PQ. CUPIRA	LICEO BOLIVARIANO 8 DE DICIEMBRE	464	1	13	359	227	346	0	3	0	0	116	359
EDO. MIRANDA	MP. PEDRO GUAL	PQ. MACHURUCUTO	ESCUELA INTEGRAL BOLIVARIANA PEDRO GUAL	944	2	15	741	380	726	0	3	0	0	343	741
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CENTRO DE EDUCACION INICIAL GUAICAIPURO	396	1	4	336	275	332	0	1	0	0	56	336
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA NACIONAL NINOS DE LA PATRIA	300	1	6	268	243	262	0	0	0	0	19	268
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL CONCENTRACION ARENAZA	277	1	4	254	230	250	0	2	0	0	18	254
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA BOLIVARIANA LA CALCETA	2322	4	54	1833	1260	1779	0	3	2	2	512	1833
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA JOSE MANUEL DE LOS RIOS	2145	4	65	1792	1085	1727	0	8	0	3	631	1792
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CONCENTRACION SIN NUMERO LA FLORIDA	267	1	3	242	220	239	0	0	0	0	19	242
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL XIOMARA DEL CARMEN MOLLETON	1292	3	37	1136	843	1099	0	9	1	2	244	1136
